"code","name","city","country","latitude","longitude","icao","type"
"AIR","Aripuanã Airport","Aripuanã","BR","-10187375","-59457469","SSOU","small_airport"
"QHXEA","Carajás Airport","Parauapebas","BR","-6.117841","-50.003372","SBCJ","medium_airport"
"FBNAJ","Lakeland Linder International Airport","Lakeland","US","27.987656","-82.018776","KLAL","medium_airport"
"PSRWE","Ust-Kamenogorsk Airport","Ust-Kamenogorsk (Oskemen)","KZ","50.036571","82.493477","UASK","medium_airport"
"TAY","Tartu Airport","Reola","EE","58.307438B","26.686473Z","EETU","medium_airport"
"MTO","Coles County Memorial Airport","Mattoon","US","39477901","-88279198","KMTO","small_airport"
"MVR","Salak Airport","Maroua","CM","10.4513998","14.25739956","FKKL","very_small_airport"
"RUM","Rumjatar Airport","Rumjatar","NP","27.303499","86.5504","VNRT","very_small_airport"
"MWH","Grant County International Airport","Moses Lake","US","47.20769882","-119.3199997","KMWH","private_airport"
"UBJ","Yamaguchi Ube Airport","Ube","JP","33.93000031","131.27900696","RJDC","smallest_airport"
"MJAUZ","Kristianstad Airport","Kristianstad","SE","55.9217","14.0855","ESMK","medium_airport"
"JJM","Mulika Lodge Airport","Meru-Kinna","KE","0.165083","38.195141","HKMK","private_airport"
"OVR","Olavarria Airport","Olavarria","AR","-36889999","-60216599","SAZF","small_airport"
"AUV","Aumo Airport","Aumo","PG","-5.73111111","148.44527778","AYUM","smallest_airport"
"SPWDQ","Grand-Santi Airport","Grand-Santi","GF","4.285833","-54.373056","SOGS","small_airport"
"YIN","Yining Airport","Ili (Yining / Ghulja)","CN","43955799","81330299","ZWYN","small_airport"
"KURSP","Sado Airport","Sado","JP","38.06019974","138.41400147","RJSD","medium_airport"
"STJ","Rosecrans Memorial Airport","St Joseph","US","39.77190018B","-94.90969849X","KSTJ","medium_airport"
"NCL","Newcastle International Airport","Newcastle upon Tyne, Tyne and Wear","GB","55.037958","-1.689577","EGNT","private_airport"
"JOSSC","Fascene Airport","Nosy Be","MG","-13.3121","48.3148","FMNN","medium_airport"
"MAS","Momote Airport","Manus Island","PG","-2.06189","147.423996","AYMO","smallest_airport"
"FQCEE","Uléi Airport","Ambrym Island","VU","-16.3297","168.3011","NVSU","small_airport"
"MBFKF","Maury County Airport","Columbia/Mount Pleasant","US","35.55410004","-87.17890167","KMRC","small_airport"
"MZR","Mazar-i-Sharif International Airport","Mazar-i-Sharif","AF","36.706902","67.209702","OAMS","very_small_airport"
"AFL","Piloto Osvaldo Marques Dias Airport","Alta Floresta","BR","-9.866389","-56.106298","SBAT","private_airport"
"YMH","Mary's Harbour Airport","Mary's Harbour","CA","52.302837","-55.847433","CYMH","very_small_airport"
"BYH","Arkansas International Airport","Blytheville","US","35.96429825","-89.94400024","KBYH","private_airport"
"FEZ","Fes Saïss International Airport","Saïss","MA","33.927299C","-4.97796Y","GMFF","large_airport"
"MJI","Mitiga International Airport","Tripoli","LY","32.89177","13.287878","HLLM","smallest_airport"
"WAPNL","Codrington Airport","Codrington","AG","17.635799","-61.828602","TAPH","medium_airport"
"LSW","Malikus Saleh Airport","Lhok Seumawe-Sumatra Island","ID","5.22668","96.950302","WIMA","smallest_airport"
"THI","Tichitt Airport","Tichitt","MR","18.433942B","-9.486411X","GQNC","small_airport"
"MWE","Merowe Airport","Merowe","SD","18.443333C","31.843333X","HSMN","medium_airport"
"LKWZX","Van Ferit Melen Airport","Van","TR","38.46820068","43.33229828","LTCI","medium_airport"
"SWX","Shakawe Airport","Shakawe","BW","-1837389946","2183259964","FBSW","small_airport"
"NOHNS","Albany Airport","Albany","AU","-34.94329834","117.80899811","YABA","medium_airport"
"LEJ","Leipzig/Halle Airport","Schkeuditz","DE","51.420657","12.232705","EDDP","private_airport"
"GAW","Gangaw Airport","Gangaw","MM","22.17469978A","94.13439941X","VYGG","small_airport"
"SJC","Norman Y. Mineta San Jose International Airport","San Jose","US","37.362452B","-121.929188Y","KSJC","large_airport"
"TIHQL","Tumling Tar Airport","Tumling Tar","NP","27.315001","87.193298","VNTR","small_airport"
"IMJTO","Rabat-Salé Airport","Rabat","MA","34.051498","-6.75152","GMME","large_airport"
"GXF","Seiyun Hadhramaut International Airport","Seiyun","YE","15.9661","48.7883","OYSY","very_small_airport"
" VQOC","Formosa National Airport","Formosa","AR","-26.2127","-58.2281","SARF","medium_airport"
"UDMMP","Yeager Airport","Charleston","US","38.3731","-81.593201","KCRW","medium_airport"
"BDT","Gbadolite Airport","Gbadolite","CD","4.252745","20.975271","FZFD","smallest_airport"
"PEA","Penneshaw Airport","Ironstone","AU","-35.75584629","137.96287537","YPSH","smallest_airport"
"BHK","Bukhara International Airport","Bukhara","UZ","39775002","64483299","UTSB","medium_airport"
"KHY","Khoy Airport","Khoy","IR","3842750168","4497359848","OITK","small_airport"
"HZK","Húsavík Airport","Húsavík","IS","65.952301","-17.426001","BIHU","very_small_airport"
"SPC","La Palma Airport","Sta Cruz de la Palma, La Palma Island","ES","28.626499","-17.7556","GCLA","very_small_airport"
"GIZ","Jizan Regional Airport / King Abdullah bin Abdulaziz Airport","Jizan","SA","16.9011","42.5858","OEGN","smallest_airport"
" KWAE","Tambolaka Airport","Radamata","ID","-9.409224","119.242558","WATK","small_airport"
"EKX","Addington Field / Elizabethtown Regional Airport","Elizabethtown","US","37.686001","-85.925003","KEKX","private_airport"
"HOB","Lea County Regional Airport","Hobbs","US","326875","-103217003","KHOB","medium_airport"
"KDD","Khuzdar Airport","Khuzdar","PK","27.79059982","66.64730072","OPKH","smallest_airport"
"BCH","Cakung Airport","Baucau","TL","-8.486479A","126.399981X","WPEC","medium_airport"
"LDJ","Linden Airport","Linden","US","40.61740112","-74.24459839","KLDJ","smallest_airport"
"RES","Resistencia International Airport","Resistencia","AR","-27.45","-59.0561","SARE","private_airport"
"JST","John Murtha Johnstown Cambria County Airport","Johnstown","US","4031610107","-7883390045","KJST","medium_airport"
"LUNRV","Rafaï Airport","Rafaï","CF","4.98860979","23.92779922","FEGR","small_airport"
"SNL","Shawnee Regional Airport","Shawnee","US","35.35789871","-96.94280243","KSNL","very_small_airport"
"EME","Emden Airport","Emden","DE","53.391109","7.2275","EDWE","private_airport"
"NRE","Namrole Airport","Namrole","ID","-3.85522","126.700902","WAPG","private_airport"
"ZAD","Zadar Airport","Zemunik Donji (Zadar)","HR","44094988","15354879","LDZD","medium_airport"
"PCFEO","Nouakchott–Oumtounsy International Airport","Nouakchott","MR","18.31","-15.969722","GQNO","large_airport"
"YSB","Sudbury Airport","Sudbury","CA","46.625C","-80.79889679Y","CYSB","medium_airport"
"VIA","Videira Airport","Videira","BR","-26999701","-51141899","SSVI","small_airport"
"JLMRV","Igloolik Airport","Igloolik","CA","69.3647","-81.816101","CYGT","small_airport"
"LRMQS","Kabul International Airport","Kabul","AF","34.565899","69.212303","OAKB","medium_airport"
"BVJ","Bovanenkovo Airport","Bovanenkovo","RU","70315278","68333611","USDB","medium_airport"
"BUL","Bulolo Airport","Bulolo","PG","-7.21628667","146.64954186","AYBU","private_airport"
"NOK","Xavantina Airport","Nova Xavantina","BR","-14.697778","-52.347246","SWXV","very_small_airport"
"BSI","Balesin Island Airport","Balesin","PH","14.418624","122.03923","RPLE","very_small_airport"
"DQAZR","Araracuara Airport","Araracuara","CO","-0.600854","-72.398011","SKAC","small_airport"
"PQI","Presque Isle International Airport","Presque Isle","US","46.688999","-68.0448","KPQI","very_small_airport"
"UHQNV","Long Akah Airport","Long Akah","MY","3.310909","114.785553","WBGL","small_airport"
"JRH","Jorhat Airport","Jorhat","IN","26730456","94175416","VEJT","medium_airport"
"RCH","Almirante Padilla Airport","Riohacha","CO","11.5262A","-72.926X","SKRH","medium_airport"
"RNS","Rennes-Saint-Jacques Airport","Saint-Jacques-de-la-Lande, Ille-et-Vilaine","FR","48.0695A","-1.73479Y","LFRN","medium_airport"
"PMV","Del Caribe Santiago Mariño International Airport","Isla Margarita","VE","10.91260338","-63.96659851","SVMG","smallest_airport"
"NMSMC","Sanday Airport","Sanday","GB","59.250301","-2.57667","EGES","small_airport"
"KWL","Guilin Liangjiang International Airport","Guilin (Lingui)","CN","25219828","110039553","ZGKL","large_airport"
"KWJ","Gwangju Airport","Gwangju","KR","35123173","126805444","RKJJ","medium_airport"
"NUX","Novy Urengoy Airport","Novy Urengoy","RU","66.06939697B","76.52030182X","USMU","medium_airport"
"TIXMD","Cattaraugus County-Olean Airport","Olean","US","42.241199","-78.371399","KOLE","small_airport"
"QPGYR","Karasburg Airport","Karasburg","NA","-28.0297","18.7385","FYKB","small_airport"
"R XTT","Sadiq Abubakar III International Airport","Sokoto","NG","12.91629982","5.20719004","DNSO","medium_airport"
"JOM","Njombe Airport","Njombe","TZ","-9.35A","34.799999X","HTNJ","small_airport"
"LAU","Manda Airport","Lamu","KE","-2.252431","40.912892","HKLU","smallest_airport"
"RNZ","Jasper County Airport","Rensselaer","US","40.94789886C","-87.18260193Z","KRZL","small_airport"
"DJB","Sultan Thaha Airport","Jambi","ID","-1.638685A","103.645063X","WIJJ","small_airport"
"AUH","Zayed International Airport","Abu Dhabi","AE","24.443764A","54.651718Y","OMAA","large_airport"
"MAO","Eduardo Gomes International Airport","Manaus","BR","-3.03861A","-60.049702X","SBEG","large_airport"
"DBB","El Alamein International Airport","El Alamein","EG","30.924324","28.46161","HEAL","very_small_airport"
"UWAPS","Ad Dakhla Airport","Dakhla Oases","EG","25.41116","29.003273","HEDK","small_airport"
"BGL","Baglung Airport","Baglung","NP","28.212799","83.666298","VNBL","very_small_airport"
"CPV","Presidente João Suassuna Airport","Campina Grande","BR","-7.269662","-35.896057","SBKG","very_small_airport"
"ADRWT","Morombe Airport","Morombe","MG","-21.753837","43.374753","FMSR","medium_airport"
"EIL","Eielson Air Force Base","Fairbanks","US","64.66570282","-147.102005","PAEI","smallest_airport"
"PSI K","Sochi International Airport","Sochi","RU","43.449902","39.9566","URSS","large_airport"
"LFP","Lakefield Airport","Lakefield","AU","-14.9207","144.203","YLFD","very_small_airport"
"SLW","Plan De Guadalupe International Airport","Saltillo","MX","25.544145","-100.930195","MMIO","very_small_airport"
"HLF","Hultsfred Airport","Hultsfred","SE","57.525799A","15.8233X","ESSF","small_airport"
"HPEPQ","Guaíra Airport","Guaíra","BR","-24.0811","-54.1917","SSGY","small_airport"
"NBB","Barranco Minas Airport","Barranco Minas","CO","3.490691","-69.808151","SKBM","very_small_airport"
" AKGS","Norwich Airport","Norwich, Norfolk","GB","52.6758","1.28278","EGSH","medium_airport"
"TRXXE","Semonkong Airport","Semonkong","LS","-29.8386","28.059999","FXSM","small_airport"
"VLN","Arturo Michelena International Airport","Valencia","VE","10.14973259","-67.92839813","SVVA","private_airport"
"BOD","Bordeaux–Mérignac Airport","Bordeaux","FR","44.82865","-0.715356","LFBD","private_airport"
"ARX","Aracati Dragão do Mar Regional Airport","Aracati","BR","-4.568896","-37.805135","SBAC","private_airport"
"WEF","Weifang Nanyuan Airport","Weifang (Kuiwen)","CN","36.646702","119.119003","ZSWF","private_airport"
"BFM","Mobile Downtown Airport","Mobile","US","30.62680054C","-88.06809998Z","KBFM","medium_airport"
"HAXFI","Fresno Yosemite International Airport","Fresno","US","36.776199","-119.718002","KFAT","medium_airport"
"KPIE ","Kuopio Airport","Kuopio / Siilinjärvi","FI","63.007099","27.7978","EFKU","medium_airport"
"YKAVG","Witu Airport","Garove Island","PG","-4.689522","149.440112","AYIX","small_airport"
"VRE","Vredendal Airport","Vredendal","ZA","-31.64100075B","18.5447998Z","FAVR","medium_airport"
"YSP","Marathon Airport","Marathon","CA","48.75529861C","-86.3443985Y","CYSP","medium_airport"
"SDGVO","Muhammad Taufiq Kiemas Airport","Krui","ID","-5.211562","103.936501","WILP","small_airport"
"ERD","Berdyansk Airport","Berdyansk","UA","46.814999A","36.758099X","UKDB","medium_airport"
"TYCFV","Chalons Vatry airport","Chalons en Champagne","FR","48.77333","4.20611","LFOK","medium_airport"
"TSGOP","Sliač Airport","Sliač","SK","48.63779831","19.13409996","LZSL","medium_airport"
"DBR","Darbhanga Airport","Darbhanga","IN","26.192801C","85.916901X","VEDH","medium_airport"
"YCQ","Chetwynd Airport","Chetwynd","CA","5568719864","-1216269989","CYCQ","medium_airport"
"LBC","Lübeck Blankensee Airport","Lübeck","DE","53.805401","10.7192","EDHL","smallest_airport"
"KWO","Kawito Airport","Kawito","PG","-797700691","14282357788","AYKW","small_airport"
"ZCNWC","Katukurunda Air Force Base","Kalutara","LK","6.55212021","79.97750092","VCCN","small_airport"
"BGX","Comandante Gustavo Kraemer Airport","Bagé","BR","-31390499","-54112202","SBBG","medium_airport"
"DQNJA","Bannu Airport","Bannu","PK","32.9729","70.527901","OPBN","small_airport"
"WIXRQ","Beica Airport","Beica","ET","9.38639","34.5219","HABE","small_airport"
"GES","General Santos International Airport","General Santos","PH","6.05800009","125.09600067","RPMR","smallest_airport"
"JXA","Jixi Xingkaihu Airport","Jixi","CN","45.293","131.193","ZYJX","very_small_airport"
"FUL","Fullerton Municipal Airport","Fullerton","US","33.87200165","-117.98000336","KFUL","smallest_airport"
"TUU","Tabuk Airport","Tabuk","SA","28.3654","36.6189","OETB","smallest_airport"
"OQTLB","Telfair Wheeler Airport","Mc Rae","US","32.095798","-82.879997","KMQW","small_airport"
"DSE","Kombolcha Airport","Dessie","ET","11.10975A","39.725911Z","HADC","small_airport"
"AGX","Agatti Airport","Agatti","IN","10.8237C","72.176003Z","VOAT","medium_airport"
"EVW","Evanston-Uinta County Airport-Burns Field","Evanston","US","41.27479935","-111.0350037","KEVW","smallest_airport"
"RJA","Rajahmundry Airport","Madhurapudi","IN","17.105799","81.813204","VORY","smallest_airport"
"SZX","Shenzhen Bao'an International Airport","Shenzhen (Bao'an)","CN","22639299","113810997","ZGSZ","large_airport"
"VSF","Hartness State Airport","North Springfield","US","43343601","-72517303","KVSF","small_airport"
"RWXAB","Ventspils International Airport","Ventspils","LV","57.3578","21.544201","EVVA","small_airport"
"DUK","Mubatuba Airport","Mubatuba","ZA","-28.36840057","32.24810028","FADK","private_airport"
"TDSNK","Wabo Airport","Wabo","PG","-6.98944444","145.07511111","AYWB","small_airport"
"OOK","Toksook Bay Airport","Toksook Bay","US","60.541401A","-165.087006Z","PAOO","small_airport"
"OZC","Labo Airport","Ozamiz","PH","8.17851","123.842003","RPMO","private_airport"
"YSK","Sanikiluaq Airport","Sanikiluaq","CA","56.536891A","-79.250221Y","CYSK","small_airport"
"INI","Niš Constantine the Great Airport","Niš","RS","43.337009B","21.85451X","LYNI","medium_airport"
"DNIOT","Mountain Village Airport","Mountain Village","US","62.09540176","-163.68200684","PAMO","small_airport"
"BQVFI","Chios Island National Airport","Chios Island","GR","38.34320068","26.1406002","LGHI","medium_airport"
"MQA","Mandora Airport","Eighty Mile Beach","AU","-1973799","12083818","YMDI","small_airport"
"SNX","Semnan Municipal Airport","Semnan","IR","35591099","53495098","OIIS","small_airport"
"WNI","Matahora Airport","Wangi-wangi Island","ID","-5293996","123634","WAWD","medium_airport"
"LUB","Lumid Pau Airport","Lumid Pau","GY","2.39392996","-59.44100189","SYLP","private_airport"
"IQXWV","Sarasota Bradenton International Airport","Sarasota/Bradenton","US","27.394631","-82.554359","KSRQ","large_airport"
"RHA","Reykhólar Airport","Reykhólar","IS","65.45262909","-22.20611572","BIRE","smallest_airport"
"BFU","Bengbu Tenghu Airport","Bengbu","CN","32.847733B","117.320244Z","ZSBB","medium_airport"
"LND","Hunt Field","Lander","US","42.815201","-108.730003","KLND","private_airport"
"PNZ","Senador Nilo Coelho Airport","Petrolina","BR","-9362422","-40569098","SBPL","medium_airport"
"WDR","Barrow County Airport","Winder","US","33.98289871","-83.66739655","KWDR","very_small_airport"
"KRT","Khartoum International Airport","Khartoum","SD","15.5895","32.5532","HSSK","very_small_airport"
"COU","Columbia Regional Airport","Columbia","US","388181","-92219597","KCOU","medium_airport"
"PPQUZ","Xigaze Peace Airport / Shigatse Air Base","Xigazê (Samzhubzê)","CN","29.3519","89.311401","ZURK","medium_airport"
"TKNKO","Okaukuejo Airport","Okaukuejo","NA","-19.1492","15.9119","FYOO","small_airport"
"SJO","Juan Santamaría International Airport","San José (Alajuela)","CR","9.99386","-84.208801","MROC","smallest_airport"
"H TAN","Jamestown Regional Airport","Jamestown","US","46.92969894","-98.67819977","KJMS","medium_airport"
"LGW","London Gatwick Airport","London","GB","51.148771","-0.192089","EGKK","smallest_airport"
"JG SE","West Woodward Airport","Woodward","US","36.438","-99.5226667","KWWR","medium_airport"
"YPS","Port Hawkesbury Airport","Port Hawkesbury","CA","45.65670013","-61.36809921","CYPD","private_airport"
"LAY","Ladysmith Airport","Ladysmith","ZA","-28.58169937","29.74970055","FALY","private_airport"
"VCA","Can Tho International Airport","Can Tho","VN","100851","105711998","VVCT","medium_airport"
"EGM","Sege Airport","Sege","SB","-8.57889C","157.876007Z","AGGS","small_airport"
"MYV","Yuba County Airport","Marysville","US","39.09780121B","-121.5699997X","KMYV","medium_airport"
"SHA","Shanghai Hongqiao International Airport","Shanghai (Minhang)","CN","31.198104","121.33426","ZSSS","smallest_airport"
"SMI","Samos Airport","Samos Island","GR","37.689999","26.911699","LGSM","private_airport"
"OCC","Francisco De Orellana Airport","Coca","EC","-0.462886B","-76.986801Y","SECO","medium_airport"
"WKXYZ","Warder Airport","Warder","ET","6.9724","45.3334","HAWR","small_airport"
"WPLIF","Diapaga Airport","Diapaga","BF","12.060324","1.784631","DFED","small_airport"
"ZIG","Ziguinchor Airport","Ziguinchor","SN","12.5556","-16.281799","GOGG","private_airport"
"SEE","Gillespie Field","San Diego/El Cajon","US","32.82619858B","-116.97200012X","KSEE","small_airport"
"CUF","Cuneo International Airport","Levaldigi (CN)","IT","44547001","762322","LIMZ","medium_airport"
"PES","Petrozavodsk Airport","Petrozavodsk","RU","61.8852005","34.15470123","ULPB","smallest_airport"
"RDR","Grand Forks Air Force Base","Grand Forks","US","47.96110153","-97.40119934","KRDR","very_small_airport"
"THPSE","H A S Hanandjoeddin International Airport","Tanjung Pandan","ID","-2.744109","107.754535","WIKT","small_airport"
"BNLZC","O.R. Tambo International Airport","Johannesburg","ZA","-26.1392","28.246","FAOR","large_airport"
"UEATZ","Altus Air Force Base","Altus","US","34.667099","-99.266701","KLTS","medium_airport"
"MMB","Memanbetsu Airport","Ōzora","JP","4388059998","14416400147","RJCM","medium_airport"
"CTG","Rafael Nuñez International Airport","Cartagena","CO","10.4424","-75.513","SKCG","smallest_airport"
"KRW","Turkmenbashi International Airport","Turkmenbashi","TM","40.063301","53.007198","UTAK","smallest_airport"
"PPY","Pouso Alegre Airport","Pouso Alegre","BR","-222892","-45919102","SNZA","small_airport"
"PMQ","Perito Moreno Jalil Hamer Airport","Perito Moreno","AR","-46.537899","-70.978699","SAWP","smallest_airport"
"CEC","Jack Mc Namara Field Airport","Crescent City","US","41.778929","-124.236403","KCEC","very_small_airport"
"MBE","Monbetsu Airport","Monbetsu","JP","4430390167","14340400696","RJEB","medium_airport"
"UKA","Ukunda Airstrip","Ukunda","KE","-4.29333","39.571098","HKUK","private_airport"
"HVB","Hervey Bay Airport","Hervey Bay","AU","-25.320127","152.880662","YHBA","private_airport"
"RAS","Sardar-e-Jangal Airport","Rasht","IR","37.323333","49.617778","OIGG","smallest_airport"
" CPUQ","Golfo de Morrosquillo Airport","Santiago de Tolú","CO","9.50945","-75.5854","SKTL","small_airport"
"ANY","Anthony Municipal Airport","Anthony","US","37158501","-98079597","KANY","small_airport"
"KIMPH","Cananea National Airport","Cananea","MX","31.06615","-110.097878","MMCA","small_airport"
"BTIRF","José Tadeo Monagas International Airport","Maturín","VE","9.749023","-63.153348","SVMT","medium_airport"
"DHA","King Abdulaziz Air Base","Dhahran","SA","26.2654","50.152","OEDR","smallest_airport"
"INA","Inta Airport","Inta","RU","66.053372","60.105786","UUYI","private_airport"
"AXD","Alexandroupoli Democritus Airport","Alexandroupolis","GR","40.8559","25.956301","LGAL","private_airport"
"SBG","Maimun Saleh Airport","Sabang","ID","5.874668","95.33967","WITN","very_small_airport"
"KSK","Karlskoga Airport","Karlskoga","SE","59.345901","14.4959","ESKK","private_airport"
"LFYYJ","Elko Regional Airport","Elko","US","40.82490158","-115.79199982","KEKO","medium_airport"
"BAG","Loakan Airport","Baguio","PH","16.375034C","120.619949X","RPUB","medium_airport"
"IUQDK","Bartow Executive Airport","Bartow","US","27.943399","-81.783401","KBOW","small_airport"
"HIM","Hingurakgoda Air Force Base","Polonnaruwa Town","LK","804981","809814","VCCH","medium_airport"
"NYE","Nyeri Airport","Nyeri","KE","-0.364414","36.978485","HKNI","very_small_airport"
"FVXBQ","Mount Gambier Airport","Mount Gambier","AU","-37.744382","140.780561","YMTG","medium_airport"
"KGDHO","Creil Air Base","Creil","FR","49.253502","2.51914","LFPC","medium_airport"
"CFE","Clermont-Ferrand Auvergne airport","Clermont-Ferrand","FR","45.786701","3.16917","LFLC","very_small_airport"
"UNU","Dodge County Airport","Juneau","US","4342660141","-8870320129","KUNU","small_airport"
"GDM","Gardner Municipal Airport","Gardner","US","4254999924","-7201609802","KGDM","small_airport"
"EIE","Yeniseysk Airport","Yeniseysk","RU","58474201","92112503","UNII","medium_airport"
"UMC","Umba Airport","Umba","PG","-7.0214A","145.966Z","AYUC","small_airport"
"DLH","Duluth International Airport","Duluth","US","46.842098B","-92.193604Y","KDLH","medium_airport"
"OQVKP","Kings Canyon Airport","Petermann","AU","-24.260229","131.488924","YKCA","small_airport"
"HUM","Houma Terrebonne Airport","Houma","US","2956649971","-9066040039","KHUM","small_airport"
"GTZQG","Palmdale Regional Airport / USAF Plant 42 Airport","Palmdale","US","34.629398","-118.084999","KPMD","medium_airport"
"YLJ","Meadow Lake Airport","Meadow Lake","CA","54.12530136","-108.52300262","CYLJ","smallest_airport"
"FRG","Republic Airport","Farmingdale","US","40.72880173","-73.41339874","KFRG","very_small_airport"
"FTNNS","Chaoyang Airport","Shuangta, Chaoyang","CN","41.538101","120.434998","ZYCY","medium_airport"
"RWUTL","Somersby Airstrip","Gosford","AU","-33.367681","151.299806","YSMB","small_airport"
"QEPRY","Sampit (Hasan) Airport","Sampit","ID","-2.499198","112.974987","WAGS","small_airport"
"MJX","Ocean County Airport","Toms River","US","39.92750168C","-74.29239655X","KMJX","small_airport"
"YLH","Lansdowne House Airport","Lansdowne House","CA","52195599","-87934196","CYLH","small_airport"
"XPSFV","Seymour Johnson Air Force Base","Goldsboro","US","35.339401","-77.960602","KGSB","medium_airport"
"UO MR","Tampere-Pirkkala Airport","Tampere / Pirkkala","FI","61.414101","23.604401","EFTP","medium_airport"
"SIODC","Rügen Airport","Dreschvitz","DE","54.38347","13.325542","EDCG","small_airport"
"JAR","Jahrom Airport","Jahrom","IR","2858670044","5357910156","OISJ","small_airport"
"JJI","Juanjui Airport","Juanjuí","PE","-71691","-767286","SPJI","medium_airport"
"SND E","Tenente Lund Pressoto Airport","Franca","BR","-20.592199","-47.3829","SIMK","small_airport"
"MMZ","Maymana Zahiraddin Faryabi Airport","Maymana","AF","35.930801B","64.760902X","OAMN","medium_airport"
"VJI","Virginia Highlands Airport","Abingdon","US","36.687099","-82.033302","KVJI","smallest_airport"
"NDE","Mandera Airport","Mandera","KE","3934045","41844437","HKMA","small_airport"
"NAWEK","Little Rock Air Force Base","Jacksonville","US","34.91690063","-92.14969635","KLRF","medium_airport"
"MDW","Chicago Midway International Airport","Chicago","US","41.785999","-87.752403","KMDW","private_airport"
"ROW","Roswell Air Center Airport","Roswell","US","33.301601C","-104.530998X","KROW","medium_airport"
"PXVZR","Verkhnevilyuisk Airport","Verkhnevilyuisk","RU","63.4580574","120.26916504","UENI","small_airport"
"YDF","Deer Lake Airport","Deer Lake","CA","49.2108C","-57.391399Z","CYDF","medium_airport"
"YE G ","Lumi Airport","Lumi","PG","-3.47683951","142.04129219","AYLU","small_airport"
"MYU","Mekoryuk Airport","Mekoryuk","US","60.372338","-166.269751","PAMY","very_small_airport"
"YOBPW","RMAF Butterworth Air Base","Butterworth","MY","5.46592","100.390999","WMKB","medium_airport"
"APO","Antonio Roldán Betancur Airport","Carepa","CO","7.81196C","-76.7164Z","SKLC","medium_airport"
"DZH","Dazhou Jinya Airport","Dazhou (Dachuan)","CN","31.048815","107.435646","ZUDA","smallest_airport"
"VPFUR","Tancredo Neves International Airport","Belo Horizonte","BR","-19.63571","-43.966928","SBCF","large_airport"
"SCB","Scribner State Airport","Scribner","US","41.610298","-96.629898","KSCB","very_small_airport"
"ZFBII","Upiara Airport","Upiara","PG","-8.5411","142.6503","AYUR","small_airport"
"AZL","Fazenda Tucunaré Airport","Sapezal","BR","-13.465528A","-58.866935Y","SWTU","small_airport"
"YBMIR","Cassilândia Airport","Cassilândia","BR","-19.146861","-51.676941","SSCL","small_airport"
"RWL","Rawlins Municipal Airport/Harvey Field","Rawlins","US","41.80559921","-107.1999969","KRWL","smallest_airport"
"YAY","St. Anthony Airport","St. Anthony","CA","51391909","-5608321","CYAY","medium_airport"
"EMA","East Midlands Airport","Nottingham","GB","52.8311","-1.32806","EGNX","very_small_airport"
"IGN","Maria Cristina (Iligan) Airport","Balo-i","PH","8.13049","124.214996","RPMI","very_small_airport"
"MGF","Regional de Maringá - Sílvio Name Júnior Airport","Maringá","BR","-23.47606C","-52.016187Y","SBMG","medium_airport"
"QWIVF","Bauerfield International Airport","Port Vila","VU","-17.699301","168.320007","NVVV","large_airport"
"TDJ","Tadjoura Airport","Tadjoura","DJ","11.787037","42.917376","HDTJ","smallest_airport"
"SLX","Salt Cay Airport","Salt Cay","TC","21.33300018C","-71.19999695Y","MBSY","small_airport"
"OXAZ ","Long Pasia Airport","Long Miau","MY","4.409756","115.724473","WBKN","small_airport"
"SYTFE","Bumba Airport","Bumba","CD","2.183261","22.479572","FZFU","small_airport"
"PPHFQ","Bembridge Airport","Bembridge, Isle of Wight","GB","50.678101","-1.10944","EGHJ","small_airport"
"TNH","Tonghua Sanyuanpu Airport","Tonghua","CN","42.048435","125.733963","ZYTN","very_small_airport"
"YYE","Fort Nelson Airport","Fort Nelson","CA","5883639908","-12259700012","CYYE","medium_airport"
"AQFDR","Katima Mulilo Airport","Mpacha","NA","-17.634258","24.176688","FYKM","medium_airport"
"SML","Stella Maris Airport","Stella Maris","BS","23582317","-75268621","MYLS","medium_airport"
"NMUNH","West Bend Municipal Airport","West Bend","US","43.422278","-88.128966","KETB","small_airport"
"KSP","Kosipe Airport","Kosipe Mission","PG","-8.450716A","147.209195Y","AYOP","small_airport"
"ALSMA","Timmins/Victor M. Power","Timmins","CA","48.56969833","-81.37670135","CYTS","medium_airport"
"HS LZ","Karakol Airport","Karakol","KG","42.508099","78.407799","UCFK","small_airport"
"QRMPD","Rooke Field","Refugio","US","28.2936","-97.322998","KRFG","small_airport"
"ACV","California Redwood Coast-Humboldt County Airport","Arcata/Eureka","US","40.978101","-124.109","KACV","very_small_airport"
"TMREY","Webequie Airport","Webequie","CA","52.959393","-87.374868","CYWP","small_airport"
"SJJ","Sarajevo International Airport","Sarajevo","BA","43.8246","18.331499","LQSA","private_airport"
"TKA","Talkeetna Airport","Talkeetna","US","62.32049942","-150.09399414","PATK","smallest_airport"
"KWH","Khwahan Airport","Khwahan","AF","37.890021","70.20383","OAHN","smallest_airport"
"FISOR","Bulgan Airport","Bulgan","MN","48.85499954","103.47599792","ZMBN","medium_airport"
"MCM","Monaco Heliport","Fontvieille","MC","43.725798C","7.419673X","LNMC","heliport"
"VHBTI","Torrington Municipal Airport","Torrington","US","42.0644989","-104.1529999","KTOR","small_airport"
"XLB","Lac Brochet Airport","Lac Brochet","CA","58614279","-101468954","CZWH","small_airport"
"TOC","Toccoa Airport - R.G. Letourneau Field","Toccoa","US","34.5938","-83.295799","KTOC","private_airport"
